46.074 t:1497522425 R: 10 FF 8F 00 1F 01 00 
46.224 t:1497522426 R: 11 FF 83 B5 40 05 47 61 75 64 69 00 00 00 00 00 00 00 00 00 
47.732 t:1497522427 R: 11 01 00 1F 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.732 t:1497522427 R: 11 01 00 1F 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.912 t:1497522427 R: 11 01 00 1F 02 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.912 t:1497522427 R: 11 01 00 1F 02 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.932 t:1497522427 R: 11 01 00 0F 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.932 t:1497522427 R: 11 01 00 0F 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.952 t:1497522427 R: 11 01 02 1F 00 52 51 4D 51 00 00 05 00 41 03 00 00 00 00 00 
47.952 t:1497522427 R: 11 01 02 1F 00 52 51 4D 51 00 00 05 00 41 03 00 00 00 00 00 
47.972 t:1497522427 R: 11 01 02 1F 00 52 51 4D 51 00 00 05 00 41 03 00 00 00 00 00 
47.972 t:1497522427 R: 11 01 02 1F 00 52 51 4D 51 00 00 05 00 41 03 00 00 00 00 00 
47.992 t:1497522427 R: 11 01 00 0F 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
47.992 t:1497522427 R: 11 01 00 0F 06 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.172 t:1497522427 R: 11 01 00 0F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.172 t:1497522427 R: 11 01 00 0F 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.192 t:1497522427 R: 11 01 01 0F 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.192 t:1497522427 R: 11 01 01 0F 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.212 t:1497522427 R: 11 01 01 1F 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.212 t:1497522427 R: 11 01 01 1F 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.232 t:1497522427 R: 11 01 01 1F 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.232 t:1497522427 R: 11 01 01 1F 00 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.252 t:1497522427 R: 11 01 01 1F 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.252 t:1497522427 R: 11 01 01 1F 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.272 t:1497522427 R: 11 01 01 1F 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.272 t:1497522427 R: 11 01 01 1F 1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.293 t:1497522427 R: 11 01 01 1F 1D 4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.293 t:1497522427 R: 11 01 01 1F 1D 4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.313 t:1497522427 R: 11 01 01 1F F0 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.313 t:1497522427 R: 11 01 01 1F F0 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.333 t:1497522427 R: 11 01 01 1F 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.333 t:1497522427 R: 11 01 01 1F 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.433 t:1497522427 R: 11 01 01 1F 1F 03 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.433 t:1497522427 R: 11 01 01 1F 1F 03 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.453 t:1497522427 R: 11 01 01 1F 18 E5 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.453 t:1497522427 R: 11 01 01 1F 18 E5 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.473 t:1497522427 R: 11 01 01 1F 00 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.473 t:1497522427 R: 11 01 01 1F 00 C0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.493 t:1497522427 R: 11 01 01 1F 18 10 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.493 t:1497522427 R: 11 01 01 1F 18 10 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.513 t:1497522427 R: 11 01 01 1F 18 30 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.513 t:1497522427 R: 11 01 01 1F 18 30 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.533 t:1497522427 R: 11 01 01 1F 18 90 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.533 t:1497522427 R: 11 01 01 1F 18 90 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.553 t:1497522427 R: 11 01 01 1F 18 A0 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.553 t:1497522427 R: 11 01 01 1F 18 A0 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.573 t:1497522427 R: 11 01 01 1F 1D F3 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.573 t:1497522427 R: 11 01 01 1F 1D F3 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.593 t:1497522427 R: 11 01 01 1F 1E B0 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.593 t:1497522427 R: 11 01 01 1F 1E B0 60 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.613 t:1497522427 R: 11 01 01 1F 1E 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.613 t:1497522427 R: 11 01 01 1F 1E 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.793 t:1497522427 R: 11 01 12 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.793 t:1497522427 R: 11 01 12 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.811 t:1497522427 R: 11 FF 83 B5 41 0C 4D 58 20 4D 61 73 74 65 72 20 32 53 00 00 
48.872 t:1497522427 R: 11 01 0A 0F 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.872 t:1497522427 R: 11 01 0A 0F 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.872 t:1497522427 R: 11 01 0A 00 83 02 58 02 9E 02 94 03 00 00 00 00 00 00 00 00 
48.872 t:1497522427 R: 11 01 0A 00 83 02 58 02 9E 02 94 03 00 00 00 00 00 00 00 00 
48.873 t:1497522427 R: 11 01 0A 0F 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.873 t:1497522427 R: 11 01 0A 0F 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
48.873 t:1497522427 R: 11 01 0A 00 88 03 7F 02 A5 02 B1 02 8A 02 EF 02 6E 02 88 02 
48.873 t:1497522427 R: 11 01 0A 00 88 03 7F 02 A5 02 B1 02 8A 02 EF 02 6E 02 88 02 
48.874 t:1497522427 R: 11 FF 83 B5 42 0C 4D 58 20 4D 61 73 74 65 72 20 32 53 00 00 
48.874 t:1497522427 R: 11 01 0A 00 B5 02 3C 02 38 02 6A 02 E0 01 96 01 C2 01 0C 02 
48.874 t:1497522427 R: 11 01 0A 00 B5 02 3C 02 38 02 6A 02 E0 01 96 01 C2 01 0C 02 
48.875 t:1497522427 R: 11 01 0A 00 21 02 70 02 24 02 5F 02 C3 02 76 02 9F 02 C7 02 
48.875 t:1497522427 R: 11 01 0A 00 21 02 70 02 24 02 5F 02 C3 02 76 02 9F 02 C7 02 
48.881 t:1497522427 R: 11 01 0A 00 8F 02 75 02 71 02 53 03 02 03 4E 02 37 02 6D 02 
48.881 t:1497522427 R: 11 01 0A 00 8F 02 75 02 71 02 53 03 02 03 4E 02 37 02 6D 02 
48.889 t:1497522428 R: 11 01 0A 00 D9 02 B9 02 41 02 E3 02 99 02 25 02 AE 02 79 02 
48.889 t:1497522428 R: 11 01 0A 00 D9 02 B9 02 41 02 E3 02 99 02 25 02 AE 02 79 02 
48.897 t:1497522428 R: 11 01 0A 00 D9 01 68 01 7A 01 F2 01 99 02 82 02 07 02 9C 02 
48.897 t:1497522428 R: 11 01 0A 00 D9 01 68 01 7A 01 F2 01 99 02 82 02 07 02 9C 02 
48.905 t:1497522428 R: 11 01 0A 00 C1 02 44 02 D3 02 C7 02 5B 02 20 02 1F 02 CC 02 
48.905 t:1497522428 R: 11 01 0A 00 C1 02 44 02 D3 02 C7 02 5B 02 20 02 1F 02 CC 02 
48.913 t:1497522428 R: 11 01 0A 00 75 02 F1 01 C1 01 0A 02 FF 01 EA 01 EC 01 06 02 
48.913 t:1497522428 R: 11 01 0A 00 75 02 F1 01 C1 01 0A 02 FF 01 EA 01 EC 01 06 02 
48.921 t:1497522428 R: 11 01 0A 00 E3 01 DE 01 D9 01 C7 01 84 01 F1 01 02 02 A3 01 
48.921 t:1497522428 R: 11 01 0A 00 E3 01 DE 01 D9 01 C7 01 84 01 F1 01 02 02 A3 01 
48.929 t:1497522428 R: 11 01 0A 00 CB 01 CA 01 C7 01 D5 01 02 02 F3 01 03 02 0B 02 
48.929 t:1497522428 R: 11 01 0A 00 CB 01 CA 01 C7 01 D5 01 02 02 F3 01 03 02 0B 02 
48.937 t:1497522428 R: 11 01 0A 00 F5 01 B1 01 C7 01 4C 02 CC 02 33 02 F7 01 53 02 
48.937 t:1497522428 R: 11 01 0A 00 F5 01 B1 01 C7 01 4C 02 CC 02 33 02 F7 01 53 02 
48.945 t:1497522428 R: 11 01 0A 00 34 02 09 02 33 02 3B 02 F2 01 0F 02 2B 02 E8 01 
48.945 t:1497522428 R: 11 01 0A 00 34 02 09 02 33 02 3B 02 F2 01 0F 02 2B 02 E8 01 
48.953 t:1497522428 R: 11 01 0A 00 C3 01 07 02 29 02 E7 01 03 02 F7 01 F7 01 FA 01 
48.953 t:1497522428 R: 11 01 0A 00 C3 01 07 02 29 02 E7 01 03 02 F7 01 F7 01 FA 01 
48.961 t:1497522428 R: 11 01 0A 00 31 02 3F 02 3B 02 30 02 5A 02 0F 02 17 02 AA 02 
48.961 t:1497522428 R: 11 01 0A 00 31 02 3F 02 3B 02 30 02 5A 02 0F 02 17 02 AA 02 
48.969 t:1497522428 R: 11 01 0A 00 BF 02 37 02 18 02 61 02 28 02 01 02 26 02 3B 02 
48.969 t:1497522428 R: 11 01 0A 00 BF 02 37 02 18 02 61 02 28 02 01 02 26 02 3B 02 
48.977 t:1497522428 R: 11 01 0A 00 E4 01 06 02 01 02 E0 01 CA 01 79 01 8C 01 F7 01 
48.977 t:1497522428 R: 11 01 0A 00 E4 01 06 02 01 02 E0 01 CA 01 79 01 8C 01 F7 01 
48.985 t:1497522428 R: 11 01 0A 00 FF 01 EC 01 F5 01 F1 01 28 02 34 02 28 02 15 02 
48.985 t:1497522428 R: 11 01 0A 00 FF 01 EC 01 F5 01 F1 01 28 02 34 02 28 02 15 02 
48.993 t:1497522428 R: 11 01 0A 00 43 02 1D 02 1D 02 98 02 B9 02 1B 02 F7 01 4C 02 
48.993 t:1497522428 R: 11 01 0A 00 43 02 1D 02 1D 02 98 02 B9 02 1B 02 F7 01 4C 02 
49.001 t:1497522428 R: 11 01 0A 00 14 02 F3 01 1D 02 49 02 D8 01 EF 01 E9 01 C9 01 
49.001 t:1497522428 R: 11 01 0A 00 14 02 F3 01 1D 02 49 02 D8 01 EF 01 E9 01 C9 01 
49.009 t:1497522428 R: 11 01 0A 00 A8 01 03 02 18 02 C9 01 E6 01 D5 01 E0 01 DF 01 
49.009 t:1497522428 R: 11 01 0A 00 A8 01 03 02 18 02 C9 01 E6 01 D5 01 E0 01 DF 01 
49.011 t:1497522428 R: 10 FF 8F 00 1F 01 00 
49.017 t:1497522428 R: 11 01 0A 00 18 02 19 02 0E 02 FA 01 1F 02 ED 01 F9 01 80 02 
49.017 t:1497522428 R: 11 01 0A 00 18 02 19 02 0E 02 FA 01 1F 02 ED 01 F9 01 80 02 
49.025 t:1497522428 R: 11 01 0A 00 7A 02 06 02 EA 01 44 02 12 02 F4 01 14 02 0E 02 
49.025 t:1497522428 R: 11 01 0A 00 7A 02 06 02 EA 01 44 02 12 02 F4 01 14 02 0E 02 
49.033 t:1497522428 R: 11 01 0A 00 E7 01 05 02 FB 01 DB 01 B8 01 07 02 1C 02 ED 01 
49.033 t:1497522428 R: 11 01 0A 00 E7 01 05 02 FB 01 DB 01 B8 01 07 02 1C 02 ED 01 
49.041 t:1497522428 R: 11 01 0A 00 F6 01 E9 01 F4 01 EF 01 14 02 24 02 17 02 05 02 
49.041 t:1497522428 R: 11 01 0A 00 F6 01 E9 01 F4 01 EF 01 14 02 24 02 17 02 05 02 
49.049 t:1497522428 R: 11 01 0A 00 31 02 FD 01 03 02 97 02 87 02 17 02 00 02 46 02 
49.049 t:1497522428 R: 11 01 0A 00 31 02 FD 01 03 02 97 02 87 02 17 02 00 02 46 02 
49.057 t:1497522428 R: 11 01 0A 00 15 02 F3 01 18 02 22 02 E4 01 06 02 FC 01 DC 01 
49.057 t:1497522428 R: 11 01 0A 00 15 02 F3 01 18 02 22 02 E4 01 06 02 FC 01 DC 01 
49.065 t:1497522428 R: 11 01 0A 00 CB 01 A5 01 A8 01 FD 01 FD 01 EB 01 F6 01 F6 01 
49.065 t:1497522428 R: 11 01 0A 00 CB 01 A5 01 A8 01 FD 01 FD 01 EB 01 F6 01 F6 01 
49.073 t:1497522428 R: 11 01 0A 00 28 02 2C 02 1B 02 06 02 33 02 0C 02 10 02 85 02 
49.073 t:1497522428 R: 11 01 0A 00 28 02 2C 02 1B 02 06 02 33 02 0C 02 10 02 85 02 
49.081 t:1497522428 R: 11 01 0A 00 7A 02 04 02 DF 01 43 02 09 02 E7 01 14 02 0B 02 
49.081 t:1497522428 R: 11 01 0A 00 7A 02 04 02 DF 01 43 02 09 02 E7 01 14 02 0B 02 
49.089 t:1497522428 R: 11 01 0A 00 D7 01 FF 01 F2 01 DC 01 C8 01 97 01 9B 01 E9 01 
49.089 t:1497522428 R: 11 01 0A 00 D7 01 FF 01 F2 01 DC 01 C8 01 97 01 9B 01 E9 01 
49.097 t:1497522428 R: 11 01 0A 00 F4 01 E4 01 F3 01 EA 01 1B 02 26 02 12 02 04 02 
49.097 t:1497522428 R: 11 01 0A 00 F4 01 E4 01 F3 01 EA 01 1B 02 26 02 12 02 04 02 
49.105 t:1497522428 R: 11 01 0A 00 33 02 F3 01 FF 01 7A 02 AD 02 28 02 10 02 69 02 
49.105 t:1497522428 R: 11 01 0A 00 33 02 F3 01 FF 01 7A 02 AD 02 28 02 10 02 69 02 
49.113 t:1497522428 R: 11 01 0A 00 2D 02 08 02 32 02 3F 02 FF 01 1F 02 14 02 E7 01 
