0,11.315999999999999,t:1495098930,hand lifted
1,12.069,t:1495098931,hand lifted
2,12.845999999999998,t:1495098931,hand lifted
3,13.605,t:1495098932,hand lifted
4,14.286,t:1495098933,hand lifted
5,15.027999999999999,t:1495098934,hand lifted
6,15.809000000000001,t:1495098934,hand lifted
7,16.566,t:1495098935,hand lifted
8,17.323,t:1495098936,hand lifted
9,18.096,t:1495098937,hand lifted
10,18.851,t:1495098937,hand lifted
11,19.625999999999998,t:1495098938,hand lifted
12,20.305999999999997,t:1495098939,hand lifted
13,21.066999999999997,t:1495098940,hand lifted
14,21.848000000000003,t:1495098940,hand lifted
15,22.605999999999998,t:1495098941,hand lifted
16,23.377,t:1495098942,hand lifted
17,24.136,t:1495098943,hand lifted
18,24.816,t:1495098943,hand lifted
19,25.573,t:1495098944,hand lifted
20,26.346,t:1495098945,hand lifted
21,27.116,t:1495098946,100.93277752313325
22,27.873,t:1495098946,106.94795696826064
23,28.646,t:1495098947,100.91974863062417
24,29.406,t:1495098948,117.72841698414489
25,30.073,t:1495098949,115.59235202023623
26,30.846,t:1495098949,126.7506049466824
27,31.625999999999998,t:1495098950,132.71069813842215
28,32.39,t:1495098951,76.471463097374965
29,33.156,t:1495098952,72.112323825037777
30,33.834,t:1495098952,79.21873585350869
31,34.622,t:1495098953,73.337350893782769
32,35.378,t:1495098954,72.4507306599087
33,36.146,t:1495098955,73.416083005847355
34,36.908,t:1495098955,72.093368765839003
35,37.68,t:1495098956,76.046053104655073
36,38.368,t:1495098957,73.521263840755253
37,39.126999999999995,t:1495098958,72.990285644682345
38,39.878,t:1495098958,72.09336876583896
39,40.663000000000004,t:1495098959,79.414967980977224
40,41.428999999999995,t:1495098960,73.832322409059131
41,42.122,t:1495098961,82.24622887015461
42,42.86600000000001,t:1495098961,hand lifted
43,43.633,t:1495098962,hand lifted
44,44.412,t:1495098963,78.265951453981643
45,45.18899999999999,t:1495098964,84.996080047759662
46,45.957,t:1495098964,85.488110536244662
47,46.647,t:1495098965,90.681109837004485
48,47.407,t:1495098966,85.450948240403221
49,48.177,t:1495098967,82.772677810845494
50,48.937,t:1495098967,84.280990295610763
51,49.696999999999996,t:1495098968,84.280990295610763
52,50.468,t:1495098969,85.291609767087763
53,51.227,t:1495098970,89.957146021818275
54,51.917,t:1495098970,86.448727566764973
55,52.67100000000001,t:1495098971,83.69004349113213
56,53.446999999999996,t:1495098972,105.41862027986842
57,54.208,t:1495098973,86.736004271173741
58,54.963,t:1495098973,83.692190035819479
59,55.727,t:1495098974,90.420722461243969
60,56.42100000000001,t:1495098975,86.603203475507172
61,57.187,t:1495098976,86.736004271173741
62,57.946999999999996,t:1495098976,86.222847302313625
63,58.708,t:1495098977,86.736004271173741
64,59.477,t:1495098978,90.420722461243969
65,0.237,t:1495098979,106.12757582595982
66,0.9390000000000001,t:1495098979,91.400025478443979
67,1.7080000000000002,t:1495098980,105.71347516105823
68,2.4730000000000003,t:1495098981,105.7134751610582
69,3.233,t:1495098982,90.038747019172149
70,4.008,t:1495098983,105.70822884512997
71,4.78,t:1495098983,106.18468547870191
72,5.446000000000001,t:1495098984,108.15876334132136
73,6.211,t:1495098985,108.00673930970329
74,6.97,t:1495098985,106.85970477947053
75,7.736000000000001,t:1495098986,86.875132135868895
76,8.517999999999999,t:1495098987,hand lifted
